Reporting unit,Reporting unit type,State,Peer group,Year,Triage category,Number of presentations,,Percentage of patients seen on time
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Non-Urgent,"1,280",,91%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Non-Urgent,"1,135",,92%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Non-Urgent,"1,292",,95%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Resuscitation,156,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Resuscitation,154,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Resuscitation,197,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Resuscitation,218,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Resuscitation,292,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Resuscitation,297,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Resuscitation,258,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Resuscitation,278,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Resuscitation,395,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Resuscitation,341,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Resuscitation,313,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Resuscitation,498,,100%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Semi-Urgent,"17,558",,66%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Semi-Urgent,"18,863",,67%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Semi-Urgent,"17,944",,66%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Semi-Urgent,"17,935",,66%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Semi-Urgent,"17,510",,69%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Semi-Urgent,"18,352",,74%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Semi-Urgent,"18,515",,74%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Semi-Urgent,"24,456",,87%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Semi-Urgent,"54,639",,92%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Semi-Urgent,"51,346",,93%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Semi-Urgent,"15,258",,82%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Semi-Urgent,"14,136",,85%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2012–13,Urgent,"27,962",,53%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2013–14,Urgent,"28,101",,52%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2014–15,Urgent,"27,766",,47%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2015–16,Urgent,"30,548",,47%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2016–17,Urgent,"30,208",,46%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2017–18,Urgent,"30,000",,51%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2018–19,Urgent,"30,713",,52%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2019–20,Urgent,"29,732",,71%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2020–21,Urgent,"29,961",,68%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2021–22,Urgent,"31,084",,72%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2022–23,Urgent,"32,682",,77%
Robina Hospital,Hospital,Qld,Medium metropolitan hospitals,2023–24,Urgent,"32,615",,77%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2011–12,Emergency,"4,848",,85%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012–13,Emergency,"4,754",,92%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013–14,Emergency,"4,851",,90%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014–15,Emergency,"5,220",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2015–16,Emergency,"5,336",,92%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2016–17,Emergency,"5,475",,88%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2017–18,Emergency,"6,361",,83%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2018–19,Emergency,"7,540",,82%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2019–20,Emergency,"7,813",,80%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2020–21,Emergency,"8,875",,66%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2021–22,Emergency,"8,370",,53%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2022–23,Emergency,"8,312",,66%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2023–24,Emergency,"8,824",,84%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2011–12,Non-Urgent,"1,434",,92%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012–13,Non-Urgent,"1,701",,93%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013–14,Non-Urgent,"1,486",,95%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014–15,Non-Urgent,"1,374",,97%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2015–16,Non-Urgent,"1,366",,97%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2016–17,Non-Urgent,"1,259",,96%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2017–18,Non-Urgent,"1,065",,96%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2018–19,Non-Urgent,"1,221",,98%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2019–20,Non-Urgent,"1,178",,97%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2020–21,Non-Urgent,"1,111",,95%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2021–22,Non-Urgent,"1,446",,92%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2022–23,Non-Urgent,"1,429",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2023–24,Non-Urgent,"1,515",,89%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2011–12,Resuscitation,198,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012–13,Resuscitation,188,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013–14,Resuscitation,176,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014–15,Resuscitation,173,,99%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2015–16,Resuscitation,181,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2016–17,Resuscitation,220,,98%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2017–18,Resuscitation,260,,99%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2018–19,Resuscitation,321,,99%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2019–20,Resuscitation,320,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2020–21,Resuscitation,283,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2021–22,Resuscitation,255,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2022–23,Resuscitation,253,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2023–24,Resuscitation,343,,100%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2011–12,Semi-Urgent,"16,675",,76%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012–13,Semi-Urgent,"18,940",,82%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013–14,Semi-Urgent,"19,078",,82%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014–15,Semi-Urgent,"18,957",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2015–16,Semi-Urgent,"19,742",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2016–17,Semi-Urgent,"18,475",,86%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2017–18,Semi-Urgent,"16,975",,86%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2018–19,Semi-Urgent,"15,286",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2019–20,Semi-Urgent,"15,016",,85%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2020–21,Semi-Urgent,"15,611",,78%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2021–22,Semi-Urgent,"16,269",,71%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2022–23,Semi-Urgent,"15,682",,62%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2023–24,Semi-Urgent,"14,123",,69%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2011–12,Urgent,"21,289",,77%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2012–13,Urgent,"20,734",,84%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2013–14,Urgent,"19,361",,85%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2014–15,Urgent,"18,574",,87%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2015–16,Urgent,"19,279",,88%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2016–17,Urgent,"19,854",,84%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2017–18,Urgent,"20,565",,79%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2018–19,Urgent,"21,433",,77%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2019–20,Urgent,"21,788",,75%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2020–21,Urgent,"23,988",,64%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2021–22,Urgent,"22,940",,56%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2022–23,Urgent,"22,892",,50%
Rockhampton Hospital,Hospital,Qld,Large regional hospitals,2023–24,Urgent,"23,507",,58%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2011–12,Emergency,"9,183",,79%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012–13,Emergency,"9,460",,81%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013–14,Emergency,"9,212",,82%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014–15,Emergency,"9,657",,76%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2015–16,Emergency,"10,374",,75%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2016–17,Emergency,"10,497",,74%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2017–18,Emergency,"11,745",,69%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2018–19,Emergency,"13,118",,67%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2019–20,Emergency,"14,377",,66%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2020–21,Emergency,"16,075",,58%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2021–22,Emergency,"15,390",,53%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2022–23,Emergency,"15,509",,53%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2023–24,Emergency,"14,147",,65%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2011–12,Non-Urgent,"7,225",,97%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012–13,Non-Urgent,"7,552",,98%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013–14,Non-Urgent,"7,855",,99%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014–15,Non-Urgent,"6,994",,99%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2015–16,Non-Urgent,"6,598",,98%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2016–17,Non-Urgent,"7,052",,97%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2017–18,Non-Urgent,"6,444",,97%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2018–19,Non-Urgent,"8,155",,97%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2019–20,Non-Urgent,"15,043",,98%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2020–21,Non-Urgent,"65,120",,99%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2021–22,Non-Urgent,"54,102",,99%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2022–23,Non-Urgent,"6,875",,91%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2023–24,Non-Urgent,"6,780",,90%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2011–12,Resuscitation,848,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012–13,Resuscitation,809,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013–14,Resuscitation,664,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014–15,Resuscitation,589,,99%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2015–16,Resuscitation,641,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2016–17,Resuscitation,719,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2017–18,Resuscitation,733,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2018–19,Resuscitation,712,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2019–20,Resuscitation,907,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2020–21,Resuscitation,824,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2021–22,Resuscitation,690,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2022–23,Resuscitation,756,,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2023–24,Resuscitation,"1,303",,100%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2011–12,Semi-Urgent,"22,384",,87%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012–13,Semi-Urgent,"23,832",,91%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013–14,Semi-Urgent,"24,649",,93%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014–15,Semi-Urgent,"24,945",,92%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2015–16,Semi-Urgent,"27,407",,89%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2016–17,Semi-Urgent,"30,612",,89%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2017–18,Semi-Urgent,"26,283",,87%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2018–19,Semi-Urgent,"27,182",,88%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2019–20,Semi-Urgent,"26,756",,90%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2020–21,Semi-Urgent,"29,600",,82%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2021–22,Semi-Urgent,"29,482",,79%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2022–23,Semi-Urgent,"29,197",,71%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2023–24,Semi-Urgent,"30,454",,68%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2011–12,Urgent,"29,174",,70%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2012–13,Urgent,"28,282",,79%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2013–14,Urgent,"29,985",,83%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2014–15,Urgent,"31,882",,78%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2015–16,Urgent,"30,363",,73%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2016–17,Urgent,"30,208",,75%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2017–18,Urgent,"30,570",,71%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2018–19,Urgent,"29,732",,72%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2019–20,Urgent,"30,471",,75%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2020–21,Urgent,"31,932",,63%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2021–22,Urgent,"31,013",,57%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2022–23,Urgent,"30,160",,50%
Royal Brisbane & Women's Hospital,Hospital,Qld,Major hospitals,2023–24,Urgent,"30,587",,47%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2011–12,Emergency,"3,177",,96%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2012–13,Emergency,"3,031",,99%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2013–14,Emergency,"3,195",,96%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2014–15,Emergency,"1,198",,98%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2011–12,Non-Urgent,"2,234",,98%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2012–13,Non-Urgent,"2,140",,99%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2013–14,Non-Urgent,"1,978",,99%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2014–15,Non-Urgent,870,,99%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2011–12,Resuscitation,209,,100%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2012–13,Resuscitation,160,,100%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2013–14,Resuscitation,147,,100%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2014–15,Resuscitation,60,,100%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2011–12,Semi-Urgent,"12,609",,80%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2012–13,Semi-Urgent,"10,677",,90%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2013–14,Semi-Urgent,"10,589",,92%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2014–15,Semi-Urgent,"4,169",,92%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2011–12,Urgent,"8,914",,71%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2012–13,Urgent,"8,129",,84%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2013–14,Urgent,"8,233",,86%
Royal Children's Hospital [Queensland],Hospital,Qld,Children's hospitals,2014–15,Urgent,"3,405",,85%
Sunshine Coast,Local Hospital Network,Qld,,2018–19,Emergency,"22,669",,69%
Sunshine Coast,Local Hospital Network,Qld,,2019–20,Emergency,"23,585",,75%
Sunshine Coast,Local Hospital Network,Qld,,2020–21,Emergency,"27,436",,73%
Sunshine Coast,Local Hospital Network,Qld,,2021–22,Emergency,"28,968",,70%
Sunshine Coast,Local Hospital Network,Qld,,2022–23,Emergency,"30,106",,72%
